Type,MidSize,Count,SampleWeight,CubeRoot,TuberWeight
Field Sample 1,27.5,1,15.6,2.499,15.6
Field Sample 1,27.5,1,25.8,2.955,25.8
Field Sample 1,27.5,1,18.2,2.63,18.2
Field Sample 1,22.5,1,13,2.351,13
Field Sample 1,17.5,1,5.4,1.754,5.4
Field Sample 1,17.5,1,9.2,2.095,9.2
Field Sample 1,17.5,1,3.3,1.489,3.3
Field Sample 2,72.5,1,332.7,6.929,332.7
Field Sample 2,72.5,1,327.6,6.894,327.6
Field Sample 2,72.5,1,299.5,6.691,299.5
Field Sample 2,72.5,1,317.5,6.822,317.5
Field Sample 2,67.5,1,253.8,6.331,253.8
Field Sample 2,67.5,1,257.9,6.365,257.9
Field Sample 2,67.5,1,259.4,6.378,259.4
Field Sample 2,67.5,1,271.7,6.477,271.7
Field Sample 2,62.5,1,248.3,6.285,248.3
Field Sample 2,62.5,1,219.7,6.034,219.7
Field Sample 2,62.5,1,224.7,6.08,224.7
Field Sample 2,62.5,1,236,6.18,236
Field Sample 2,62.5,1,227,6.1,227
Field Sample 2,62.5,1,257.6,6.363,257.6
Field Sample 2,57.5,1,173.6,5.579,173.6
Field Sample 2,57.5,1,150.9,5.324,150.9
Field Sample 2,57.5,1,179.1,5.637,179.1
Field Sample 2,57.5,1,187.2,5.721,187.2
Field Sample 2,57.5,1,165,5.485,165
Field Sample 2,57.5,1,173.7,5.58,173.7
Field Sample 2,57.5,1,127.2,5.029,127.2
Field Sample 2,57.5,1,139.3,5.184,139.3
Field Sample 2,57.5,1,171.1,5.552,171.1
Field Sample 2,57.5,1,191.5,5.764,191.5
Field Sample 2,57.5,1,137.7,5.164,137.7
Field Sample 2,57.5,1,146.4,5.27,146.4
Field Sample 2,57.5,1,163.8,5.472,163.8
Field Sample 2,52.5,1,117.3,4.895,117.3
Field Sample 2,52.5,1,143.8,5.239,143.8
Field Sample 2,52.5,1,132.6,5.099,132.6
Field Sample 2,52.5,1,114.5,4.856,114.5
Field Sample 2,52.5,1,116.4,4.883,116.4
Field Sample 2,52.5,1,145.1,5.255,145.1
Field Sample 2,52.5,1,112,4.82,112
Field Sample 2,47.5,1,91.1,4.5,91.1
Field Sample 2,47.5,1,105.7,4.728,105.7
Field Sample 2,47.5,1,87.1,4.433,87.1
Field Sample 2,47.5,1,97.8,4.607,97.8
Field Sample 2,47.5,1,105.3,4.722,105.3
Field Sample 2,47.5,1,84.6,4.39,84.6
Field Sample 2,47.5,1,76.9,4.253,76.9
Field Sample 2,47.5,1,93.4,4.537,93.4
Field Sample 2,47.5,1,101.2,4.66,101.2
Field Sample 2,47.5,1,97,4.595,97
Field Sample 2,47.5,1,112,4.82,112
Field Sample 2,47.5,1,92.3,4.519,92.3
Field Sample 2,47.5,1,92.8,4.527,92.8
Field Sample 2,47.5,1,89.3,4.47,89.3
Field Sample 2,47.5,1,94,4.547,94
Field Sample 2,47.5,1,67.1,4.064,67.1
Field Sample 2,47.5,1,107.5,4.755,107.5
Field Sample 2,47.5,1,105.3,4.722,105.3
Field Sample 2,47.5,1,92.2,4.518,92.2
Field Sample 2,47.5,1,98.2,4.614,98.2
Field Sample 2,47.5,1,85.9,4.412,85.9
Field Sample 2,42.5,1,67.1,4.064,67.1
Field Sample 2,42.5,1,57.4,3.858,57.4
Field Sample 2,42.5,1,72.7,4.174,72.7
Field Sample 2,42.5,1,69.4,4.11,69.4
Field Sample 2,42.5,1,83,4.362,83
Field Sample 2,42.5,1,82.8,4.359,82.8
Field Sample 2,42.5,1,66.1,4.043,66.1
Field Sample 2,42.5,1,77.3,4.26,77.3
Field Sample 2,42.5,1,62.8,3.975,62.8
Field Sample 2,42.5,1,71.4,4.149,71.4
Field Sample 2,42.5,1,67.7,4.076,67.7
Field Sample 2,42.5,1,54,3.78,54
Field Sample 2,42.5,1,62.7,3.973,62.7
Field Sample 2,42.5,1,55.8,3.821,55.8
Field Sample 2,42.5,1,77.3,4.26,77.3
Field Sample 2,42.5,1,80.4,4.316,80.4
Field Sample 2,42.5,1,57.4,3.858,57.4
Field Sample 2,42.5,1,62.9,3.977,62.9
Field Sample 2,42.5,1,75.7,4.23,75.7
Field Sample 2,42.5,1,64.4,4.008,64.4
Field Sample 2,42.5,1,76.5,4.245,76.5
Field Sample 2,42.5,1,51.9,3.73,51.9
Field Sample 2,42.5,1,48.2,3.639,48.2
Field Sample 2,42.5,1,64.9,4.019,64.9
Field Sample 2,42.5,1,85,4.397,85
Field Sample 2,42.5,1,54.2,3.784,54.2
Field Sample 2,42.5,1,71.3,4.147,71.3
Field Sample 2,42.5,1,82,4.345,82
Field Sample 2,37.5,1,40.6,3.437,40.6
Field Sample 2,37.5,1,45.4,3.567,45.4
Field Sample 2,37.5,1,59.6,3.906,59.6
Field Sample 2,37.5,1,35.2,3.277,35.2
Field Sample 2,37.5,1,41.5,3.462,41.5
Field Sample 2,37.5,1,23.1,2.848,23.1
Field Sample 2,37.5,1,63.1,3.981,63.1
Field Sample 2,37.5,1,36.1,3.305,36.1
Field Sample 2,37.5,1,54.8,3.798,54.8
Field Sample 2,37.5,1,51,3.708,51
Field Sample 2,37.5,1,45,3.557,45
Field Sample 2,37.5,1,55.6,3.817,55.6
Field Sample 2,37.5,1,46.5,3.596,46.5
Field Sample 2,37.5,1,41.4,3.459,41.4
Field Sample 2,37.5,1,45.2,3.562,45.2
Field Sample 2,37.5,1,41.8,3.471,41.8
Field Sample 2,32.5,1,22.7,2.831,22.7
Field Sample 2,32.5,1,27.4,3.015,27.4
Field Sample 2,32.5,1,42.3,3.484,42.3
Field Sample 2,32.5,1,34.6,3.259,34.6
Field Sample 2,32.5,1,28.3,3.047,28.3
Field Sample 2,32.5,1,31.5,3.158,31.5
Field Sample 2,32.5,1,22.4,2.819,22.4
Field Sample 2,32.5,1,27.8,3.029,27.8
Field Sample 2,32.5,1,32.2,3.181,32.2
Field Sample 2,32.5,1,25,2.924,25
Field Sample 2,27.5,1,18,2.621,18
Field Sample 2,27.5,1,14.9,2.461,14.9
Field Sample 2,27.5,1,19,2.668,19
Field Sample 2,27.5,1,17.9,2.616,17.9
Field Sample 2,27.5,1,19.9,2.71,19.9
Field Sample 2,22.5,1,10.8,2.21,10.8
Field Sample 2,22.5,1,9,2.08,9
Field Sample 2,22.5,1,8.8,2.065,8.8
Field Sample 2,22.5,1,10.9,2.217,10.9
Field Sample 2,22.5,1,9.4,2.111,9.4
Field Sample 2,22.5,1,11.4,2.251,11.4
Field Sample 2,22.5,1,8,2,8
Field Sample 2,22.5,1,11.1,2.231,11.1
Field Sample 2,17.5,1,5.3,1.744,5.3
Field Sample 2,17.5,1,6.6,1.876,6.6
Field Sample 2,17.5,1,3.8,1.561,3.8
Trial Guard Row 1,67.5,1,282.6,6.562,282.6
Trial Guard Row 1,62.5,1,194.7,5.796,194.7
Trial Guard Row 1,62.5,1,191.6,5.765,191.6
Trial Guard Row 1,62.5,1,189.9,5.748,189.9
Trial Guard Row 1,62.5,1,175,5.593,175
Trial Guard Row 1,62.5,1,226.4,6.095,226.4
Trial Guard Row 1,57.5,1,198,5.829,198
Trial Guard Row 1,57.5,1,162.3,5.455,162.3
Trial Guard Row 1,57.5,1,189,5.739,189
Trial Guard Row 1,57.5,1,181.7,5.664,181.7
Trial Guard Row 1,57.5,1,134,5.117,134
Trial Guard Row 1,57.5,1,153.4,5.353,153.4
Trial Guard Row 1,57.5,1,151.2,5.327,151.2
Trial Guard Row 1,57.5,1,147.5,5.284,147.5
Trial Guard Row 1,52.5,1,129.5,5.059,129.5
Trial Guard Row 1,52.5,1,144.4,5.246,144.4
Trial Guard Row 1,52.5,1,132.4,5.097,132.4
Trial Guard Row 1,52.5,1,150,5.313,150
Trial Guard Row 1,52.5,1,116.5,4.884,116.5
Trial Guard Row 1,52.5,1,125.1,5.001,125.1
Trial Guard Row 1,52.5,1,108.5,4.77,108.5
Trial Guard Row 1,52.5,1,119.8,4.93,119.8
Trial Guard Row 1,52.5,1,114,4.849,114
Trial Guard Row 1,52.5,1,138.6,5.175,138.6
Trial Guard Row 1,52.5,1,103.5,4.695,103.5
Trial Guard Row 1,52.5,1,124.7,4.996,124.7
Trial Guard Row 1,52.5,1,103.7,4.698,103.7
Trial Guard Row 1,52.5,1,108.3,4.767,108.3
Trial Guard Row 1,52.5,1,113.2,4.837,113.2
Trial Guard Row 1,52.5,1,122.4,4.965,122.4
Trial Guard Row 1,52.5,1,100.2,4.645,100.2
Trial Guard Row 1,52.5,1,100.8,4.654,100.8
Trial Guard Row 1,52.5,1,141.5,5.211,141.5
Trial Guard Row 1,47.5,1,88.2,4.451,88.2
Trial Guard Row 1,47.5,1,75,4.217,75
Trial Guard Row 1,47.5,1,116.4,4.883,116.4
Trial Guard Row 1,47.5,1,110.8,4.803,110.8
Trial Guard Row 1,47.5,1,91.1,4.5,91.1
Trial Guard Row 1,47.5,1,85.1,4.399,85.1
Trial Guard Row 1,47.5,1,109.5,4.784,109.5
Trial Guard Row 1,47.5,1,109.1,4.778,109.1
Trial Guard Row 1,47.5,1,118.3,4.909,118.3
Trial Guard Row 1,47.5,1,83.1,4.364,83.1
Trial Guard Row 1,47.5,1,73.2,4.183,73.2
Trial Guard Row 1,47.5,1,70,4.121,70
Trial Guard Row 1,47.5,1,87.1,4.433,87.1
Trial Guard Row 1,47.5,1,102.1,4.674,102.1
Trial Guard Row 1,47.5,1,111.5,4.813,111.5
Trial Guard Row 1,47.5,1,85.3,4.402,85.3
Trial Guard Row 1,47.5,1,76.4,4.243,76.4
Trial Guard Row 1,47.5,1,78.5,4.282,78.5
Trial Guard Row 1,47.5,1,76.2,4.24,76.2
Trial Guard Row 1,47.5,1,73.2,4.183,73.2
Trial Guard Row 1,47.5,1,113,4.835,113
Trial Guard Row 1,47.5,1,83,4.362,83
Trial Guard Row 1,47.5,1,71.6,4.152,71.6
Trial Guard Row 1,42.5,1,57.4,3.858,57.4
Trial Guard Row 1,42.5,1,67.5,4.072,67.5
Trial Guard Row 1,42.5,1,60.2,3.919,60.2
Trial Guard Row 1,42.5,1,70.7,4.135,70.7
Trial Guard Row 1,42.5,1,61.1,3.939,61.1
Trial Guard Row 1,42.5,1,61.5,3.947,61.5
Trial Guard Row 1,42.5,1,82.3,4.35,82.3
Trial Guard Row 1,42.5,1,55,3.803,55
Trial Guard Row 1,42.5,1,55.9,3.824,55.9
Trial Guard Row 1,42.5,1,50.6,3.699,50.6
Trial Guard Row 1,42.5,1,69.8,4.117,69.8
Trial Guard Row 1,42.5,1,71.5,4.151,71.5
Trial Guard Row 1,42.5,1,68.7,4.096,68.7
Trial Guard Row 1,42.5,1,51.2,3.713,51.2
Trial Guard Row 1,42.5,1,50.1,3.687,50.1
Trial Guard Row 1,42.5,1,86.9,4.429,86.9
Trial Guard Row 1,42.5,1,56.6,3.84,56.6
Trial Guard Row 1,42.5,1,81.7,4.339,81.7
Trial Guard Row 1,42.5,1,46.4,3.593,46.4
Trial Guard Row 1,37.5,1,57.6,3.862,57.6
Trial Guard Row 1,37.5,1,59,3.893,59
Trial Guard Row 1,37.5,1,37.8,3.356,37.8
Trial Guard Row 1,37.5,1,39.9,3.417,39.9
Trial Guard Row 1,37.5,1,42.8,3.498,42.8
Trial Guard Row 1,37.5,1,49.2,3.664,49.2
Trial Guard Row 1,37.5,1,59,3.893,59
Trial Guard Row 1,37.5,1,43,3.503,43
Trial Guard Row 1,37.5,1,36.8,3.326,36.8
Trial Guard Row 1,37.5,1,50,3.684,50
Trial Guard Row 1,32.5,1,32,3.175,32
Trial Guard Row 1,32.5,1,34.2,3.246,34.2
Trial Guard Row 1,32.5,1,27.6,3.022,27.6
Trial Guard Row 1,27.5,1,16.2,2.53,16.2
Trial Guard Row 1,27.5,1,15.2,2.477,15.2
Trial Guard Row 1,27.5,1,18.3,2.635,18.3
Trial Guard Row 1,27.5,1,17.3,2.586,17.3
Trial Guard Row 1,27.5,1,19.7,2.701,19.7
Trial Guard Row 1,22.5,1,7.4,1.949,7.4
Trial Guard Row 1,22.5,1,13.9,2.404,13.9
Trial Guard Row 1,17.5,1,3.8,1.561,3.8
Trial Guard Row 1,17.5,1,5.4,1.754,5.4
Trial Guard Row 1,17.5,1,3.4,1.504,3.4
Trial Guard Row 1,17.5,1,6.8,1.895,6.8
Trial Guard Row 1,17.5,1,7.3,1.94,7.3
Trial Guard Row 1,17.5,1,3.5,1.518,3.5
Trial Guard Row 2,62.5,1,173.7,5.58,173.7
Trial Guard Row 2,57.5,1,179.7,5.643,179.7
Trial Guard Row 2,57.5,1,147.6,5.285,147.6
Trial Guard Row 2,57.5,1,139.1,5.181,139.1
Trial Guard Row 2,52.5,1,116.7,4.887,116.7
Trial Guard Row 2,52.5,1,117,4.891,117
Trial Guard Row 2,52.5,1,102.6,4.682,102.6
Trial Guard Row 2,52.5,1,129.5,5.059,129.5
Trial Guard Row 2,52.5,1,117.4,4.897,117.4
Trial Guard Row 2,52.5,1,108.3,4.767,108.3
Trial Guard Row 2,52.5,1,100.4,4.648,100.4
Trial Guard Row 2,52.5,1,127.6,5.034,127.6
Trial Guard Row 2,52.5,1,87,4.431,87
Trial Guard Row 2,52.5,1,98.6,4.62,98.6
Trial Guard Row 2,47.5,1,109.8,4.789,109.8
Trial Guard Row 2,47.5,1,91.1,4.5,91.1
Trial Guard Row 2,47.5,1,104.8,4.715,104.8
Trial Guard Row 2,47.5,1,92.9,4.529,92.9
Trial Guard Row 2,47.5,1,101.7,4.668,101.7
Trial Guard Row 2,47.5,1,70.6,4.133,70.6
Trial Guard Row 2,47.5,1,87.7,4.443,87.7
Trial Guard Row 2,47.5,1,86.4,4.421,86.4
Trial Guard Row 2,47.5,1,81.5,4.336,81.5
Trial Guard Row 2,47.5,1,128.6,5.048,128.6
Trial Guard Row 2,47.5,1,84.4,4.387,84.4
Trial Guard Row 2,47.5,1,97.8,4.607,97.8
Trial Guard Row 2,47.5,1,87.2,4.434,87.2
Trial Guard Row 2,47.5,1,81.8,4.341,81.8
Trial Guard Row 2,47.5,1,100.3,4.646,100.3
Trial Guard Row 2,47.5,1,94.2,4.55,94.2
Trial Guard Row 2,47.5,1,61.6,3.949,61.6
Trial Guard Row 2,47.5,1,56.8,3.844,56.8
Trial Guard Row 2,47.5,1,102.6,4.682,102.6
Trial Guard Row 2,47.5,1,64.9,4.019,64.9
Trial Guard Row 2,47.5,1,85.6,4.407,85.6
Trial Guard Row 2,47.5,1,61.9,3.956,61.9
Trial Guard Row 2,47.5,1,67.4,4.07,67.4
Trial Guard Row 2,47.5,1,71.6,4.152,71.6
Trial Guard Row 2,47.5,1,59.3,3.9,59.3
Trial Guard Row 2,47.5,1,84.7,4.392,84.7
Trial Guard Row 2,47.5,1,92.6,4.524,92.6
Trial Guard Row 2,47.5,1,91.9,4.513,91.9
Trial Guard Row 2,47.5,1,86.2,4.417,86.2
Trial Guard Row 2,47.5,1,93.4,4.537,93.4
Trial Guard Row 2,47.5,1,87.5,4.44,87.5
Trial Guard Row 2,47.5,1,72.4,4.168,72.4
Trial Guard Row 2,47.5,1,90.2,4.485,90.2
Trial Guard Row 2,47.5,1,90.2,4.485,90.2
Trial Guard Row 2,47.5,1,69.7,4.115,69.7
Trial Guard Row 2,47.5,1,86.9,4.429,86.9
Trial Guard Row 2,47.5,1,97.6,4.604,97.6
Trial Guard Row 2,42.5,1,67.6,4.074,67.6
Trial Guard Row 2,42.5,1,69.2,4.106,69.2
Trial Guard Row 2,42.5,1,67.9,4.08,67.9
Trial Guard Row 2,42.5,1,48.6,3.649,48.6
Trial Guard Row 2,42.5,1,62.2,3.962,62.2
Trial Guard Row 2,42.5,1,45.2,3.562,45.2
Trial Guard Row 2,42.5,1,67.3,4.068,67.3
Trial Guard Row 2,42.5,1,71.2,4.145,71.2
Trial Guard Row 2,42.5,1,55.4,3.812,55.4
Trial Guard Row 2,42.5,1,63.2,3.983,63.2
Trial Guard Row 2,42.5,1,60.9,3.934,60.9
Trial Guard Row 2,42.5,1,64.8,4.017,64.8
Trial Guard Row 2,42.5,1,48.4,3.644,48.4
Trial Guard Row 2,42.5,1,52.8,3.752,52.8
Trial Guard Row 2,42.5,1,48.2,3.639,48.2
Trial Guard Row 2,42.5,1,62.6,3.971,62.6
Trial Guard Row 2,42.5,1,59,3.893,59
Trial Guard Row 2,42.5,1,57.1,3.851,57.1
Trial Guard Row 2,42.5,1,59.9,3.913,59.9
Trial Guard Row 2,42.5,1,61,3.937,61
Trial Guard Row 2,42.5,1,58.6,3.884,58.6
Trial Guard Row 2,42.5,1,75.3,4.223,75.3
Trial Guard Row 2,42.5,1,43.7,3.522,43.7
Trial Guard Row 2,42.5,1,77,4.254,77
Trial Guard Row 2,42.5,1,55.1,3.805,55.1
Trial Guard Row 2,42.5,1,84.7,4.392,84.7
Trial Guard Row 2,42.5,1,45,3.557,45
Trial Guard Row 2,42.5,1,75.3,4.223,75.3
Trial Guard Row 2,42.5,1,61.6,3.949,61.6
Trial Guard Row 2,42.5,1,57.5,3.86,57.5
Trial Guard Row 2,42.5,1,49.7,3.677,49.7
Trial Guard Row 2,37.5,1,52.9,3.754,52.9
Trial Guard Row 2,37.5,1,49.2,3.664,49.2
Trial Guard Row 2,37.5,1,43,3.503,43
Trial Guard Row 2,37.5,1,39,3.391,39
Trial Guard Row 2,37.5,1,43.1,3.506,43.1
Trial Guard Row 2,37.5,1,45.3,3.565,45.3
Trial Guard Row 2,37.5,1,41.2,3.454,41.2
Trial Guard Row 2,37.5,1,38.5,3.377,38.5
Trial Guard Row 2,37.5,1,46.2,3.588,46.2
Trial Guard Row 2,37.5,1,45.2,3.562,45.2
Trial Guard Row 2,37.5,1,52.8,3.752,52.8
Trial Guard Row 2,37.5,1,56.3,3.833,56.3
Trial Guard Row 2,37.5,1,51.5,3.721,51.5
Trial Guard Row 2,37.5,1,41.5,3.462,41.5
Trial Guard Row 2,37.5,1,35.3,3.28,35.3
Trial Guard Row 2,37.5,1,42,3.476,42
Trial Guard Row 2,37.5,1,41.4,3.459,41.4
Trial Guard Row 2,37.5,1,42.9,3.501,42.9
Trial Guard Row 2,37.5,1,49.7,3.677,49.7
Trial Guard Row 2,37.5,1,49.8,3.679,49.8
Trial Guard Row 2,37.5,1,45.9,3.58,45.9
Trial Guard Row 2,37.5,1,29.3,3.083,29.3
Trial Guard Row 2,37.5,1,48,3.634,48
Trial Guard Row 2,37.5,1,64,4,64
Trial Guard Row 2,37.5,1,40.3,3.429,40.3
Trial Guard Row 2,37.5,1,36.7,3.323,36.7
Trial Guard Row 2,37.5,1,42.8,3.498,42.8
Trial Guard Row 2,37.5,1,35.5,3.287,35.5
Trial Guard Row 2,37.5,1,49.5,3.672,49.5
Trial Guard Row 2,37.5,1,59.6,3.906,59.6
Trial Guard Row 2,37.5,1,49.2,3.664,49.2
Trial Guard Row 2,37.5,1,41.8,3.471,41.8
Trial Guard Row 2,37.5,1,40.9,3.445,40.9
Trial Guard Row 2,32.5,1,29.9,3.104,29.9
Trial Guard Row 2,32.5,1,27.1,3.004,27.1
Trial Guard Row 2,32.5,1,30.4,3.121,30.4
Trial Guard Row 2,32.5,1,28.2,3.044,28.2
Trial Guard Row 2,32.5,1,25.7,2.951,25.7
Trial Guard Row 2,32.5,1,33.5,3.224,33.5
Trial Guard Row 2,32.5,1,26.3,2.974,26.3
Trial Guard Row 2,32.5,1,25.6,2.947,25.6
Trial Guard Row 2,27.5,1,22,2.802,22
Trial Guard Row 2,27.5,1,20.5,2.737,20.5
Trial Guard Row 2,27.5,1,16.9,2.566,16.9
Trial Guard Row 2,27.5,1,18,2.621,18
Trial Guard Row 2,27.5,1,21,2.759,21
Trial Guard Row 2,22.5,1,11.3,2.244,11.3
Trial Guard Row 2,22.5,1,8.9,2.072,8.9
Trial Guard Row 2,22.5,1,11.5,2.257,11.5
Trial Guard Row 2,22.5,1,11.7,2.27,11.7
Trial Guard Row 2,22.5,1,8.7,2.057,8.7
Trial Guard Row 2,22.5,1,12,2.289,12
Trial Guard Row 2,22.5,1,6.5,1.866,6.5
Trial Guard Row 2,17.5,1,7.1,1.922,7.1
Trial Guard Row 2,17.5,1,3.8,1.561,3.8
Trial Guard Row 2,17.5,1,3.9,1.574,3.9
Trial Guard Row 2,17.5,1,2.8,1.41,2.8
Trial Guard Row 2,17.5,1,3.3,1.489,3.3
Trial Guard Row 3,52.5,1,127.8,5.037,127.8
Trial Guard Row 3,52.5,1,156.9,5.394,156.9
Trial Guard Row 3,52.5,1,99.5,4.634,99.5
Trial Guard Row 3,52.5,1,141.1,5.206,141.1
Trial Guard Row 3,47.5,1,102.6,4.682,102.6
Trial Guard Row 3,47.5,1,84,4.38,84
Trial Guard Row 3,47.5,1,91.3,4.503,91.3
Trial Guard Row 3,47.5,1,96.3,4.584,96.3
Trial Guard Row 3,47.5,1,85.7,4.409,85.7
Trial Guard Row 3,47.5,1,104,4.703,104
Trial Guard Row 3,47.5,1,70,4.121,70
Trial Guard Row 3,47.5,1,77,4.254,77
Trial Guard Row 3,47.5,1,89,4.465,89
Trial Guard Row 3,47.5,1,93.4,4.537,93.4
Trial Guard Row 3,47.5,1,85.7,4.409,85.7
Trial Guard Row 3,47.5,1,96.3,4.584,96.3
Trial Guard Row 3,47.5,1,89,4.465,89
Trial Guard Row 3,42.5,1,76.6,4.247,76.6
Trial Guard Row 3,42.5,1,54.5,3.791,54.5
Trial Guard Row 3,42.5,1,88.2,4.451,88.2
Trial Guard Row 3,42.5,1,59,3.893,59
Trial Guard Row 3,42.5,1,56,3.826,56
Trial Guard Row 3,42.5,1,59.3,3.9,59.3
Trial Guard Row 3,42.5,1,54.7,3.796,54.7
Trial Guard Row 3,42.5,1,86.7,4.426,86.7
Trial Guard Row 3,42.5,1,72.9,4.177,72.9
Trial Guard Row 3,42.5,1,54.1,3.782,54.1
Trial Guard Row 3,42.5,1,72,4.16,72
Trial Guard Row 3,42.5,1,56,3.826,56
Trial Guard Row 3,42.5,1,57.8,3.866,57.8
Trial Guard Row 3,42.5,1,46,3.583,46
Trial Guard Row 3,42.5,1,58.5,3.882,58.5
Trial Guard Row 3,42.5,1,71.3,4.147,71.3
Trial Guard Row 3,42.5,1,76,4.236,76
Trial Guard Row 3,42.5,1,53.7,3.773,53.7
Trial Guard Row 3,42.5,1,82.4,4.352,82.4
Trial Guard Row 3,42.5,1,59.9,3.913,59.9
Trial Guard Row 3,42.5,1,73,4.179,73
Trial Guard Row 3,42.5,1,57.3,3.855,57.3
Trial Guard Row 3,42.5,1,59.6,3.906,59.6
Trial Guard Row 3,42.5,1,54.3,3.787,54.3
Trial Guard Row 3,42.5,1,74.9,4.215,74.9
Trial Guard Row 3,42.5,1,56.4,3.835,56.4
Trial Guard Row 3,42.5,1,68.3,4.088,68.3
Trial Guard Row 3,42.5,1,77.98,4.272,77.98
Trial Guard Row 3,42.5,1,59.2,3.897,59.2
Trial Guard Row 3,42.5,1,60.6,3.928,60.6
Trial Guard Row 3,42.5,1,44.3,3.538,44.3
Trial Guard Row 3,37.5,1,38,3.362,38
Trial Guard Row 3,37.5,1,40.4,3.431,40.4
Trial Guard Row 3,37.5,1,44,3.53,44
Trial Guard Row 3,37.5,1,60.1,3.917,60.1
Trial Guard Row 3,37.5,1,44.9,3.554,44.9
Trial Guard Row 3,37.5,1,36.9,3.329,36.9
Trial Guard Row 3,37.5,1,30.8,3.135,30.8
Trial Guard Row 3,37.5,1,50.6,3.699,50.6
Trial Guard Row 3,37.5,1,37.2,3.338,37.2
Trial Guard Row 3,37.5,1,41.3,3.457,41.3
Trial Guard Row 3,37.5,1,39.7,3.411,39.7
Trial Guard Row 3,37.5,1,4.3,1.626,4.3
Trial Guard Row 3,37.5,1,51.5,3.721,51.5
Trial Guard Row 3,37.5,1,42.5,3.49,42.5
Trial Guard Row 3,37.5,1,34.8,3.265,34.8
Trial Guard Row 3,37.5,1,46,3.583,46
Trial Guard Row 3,37.5,1,41.5,3.462,41.5
Trial Guard Row 3,37.5,1,58.4,3.88,58.4
Trial Guard Row 3,37.5,1,51.6,3.723,51.6
Trial Guard Row 3,37.5,1,37.3,3.341,37.3
Trial Guard Row 3,37.5,1,32.9,3.204,32.9
Trial Guard Row 3,37.5,1,40.9,3.445,40.9
Trial Guard Row 3,37.5,1,59.2,3.897,59.2
Trial Guard Row 3,37.5,1,38.6,3.38,38.6
Trial Guard Row 3,37.5,1,43.5,3.517,43.5
Trial Guard Row 3,37.5,1,63.1,3.981,63.1
Trial Guard Row 3,37.5,1,51.6,3.723,51.6
Trial Guard Row 3,37.5,1,42.9,3.501,42.9
Trial Guard Row 3,37.5,1,52.1,3.735,52.1
Trial Guard Row 3,37.5,1,46.6,3.599,46.6
Trial Guard Row 3,37.5,1,45.1,3.56,45.1
Trial Guard Row 3,37.5,1,32.3,3.185,32.3
Trial Guard Row 3,37.5,1,39.7,3.411,39.7
Trial Guard Row 3,37.5,1,37.6,3.35,37.6
Trial Guard Row 3,37.5,1,48.3,3.642,48.3
Trial Guard Row 3,37.5,1,39.5,3.406,39.5
Trial Guard Row 3,37.5,1,61.8,3.954,61.8
Trial Guard Row 3,37.5,1,56.5,3.837,56.5
Trial Guard Row 3,37.5,1,56.1,3.828,56.1
Trial Guard Row 3,37.5,1,53,3.756,53
Trial Guard Row 3,32.5,1,22.6,2.827,22.6
Trial Guard Row 3,32.5,1,30.2,3.114,30.2
Trial Guard Row 3,32.5,1,32.2,3.181,32.2
Trial Guard Row 3,32.5,1,31.1,3.145,31.1
Trial Guard Row 3,32.5,1,26.9,2.996,26.9
Trial Guard Row 3,32.5,1,40.5,3.434,40.5
Trial Guard Row 3,32.5,1,27,3,27
Trial Guard Row 3,32.5,1,36,3.302,36
Trial Guard Row 3,32.5,1,35.7,3.293,35.7
Trial Guard Row 3,32.5,1,31.4,3.155,31.4
Trial Guard Row 3,32.5,1,24.4,2.9,24.4
Trial Guard Row 3,32.5,1,26.4,2.978,26.4
Trial Guard Row 3,32.5,1,31.3,3.152,31.3
Trial Guard Row 3,32.5,1,29.2,3.079,29.2
Trial Guard Row 3,32.5,1,31.3,3.152,31.3
Trial Guard Row 3,32.5,1,27.7,3.026,27.7
Trial Guard Row 3,32.5,1,22.5,2.823,22.5
Trial Guard Row 3,32.5,1,34.7,3.262,34.7
Trial Guard Row 3,27.5,1,19,2.668,19
Trial Guard Row 3,27.5,1,21,2.759,21
Trial Guard Row 3,27.5,1,16.9,2.566,16.9
Trial Guard Row 3,27.5,1,15.4,2.488,15.4
Trial Guard Row 3,27.5,1,16.5,2.546,16.5
Trial Guard Row 3,27.5,1,18.2,2.63,18.2
Trial Guard Row 3,22.5,1,7.1,1.922,7.1
Trial Guard Row 3,22.5,1,13.8,2.399,13.8
Trial Guard Row 3,22.5,1,10.9,2.217,10.9
Trial Guard Row 3,22.5,1,7.5,1.957,7.5
Trial Guard Row 3,22.5,1,10.9,2.217,10.9
Trial Guard Row 3,22.5,1,11.3,2.244,11.3
Trial Guard Row 3,22.5,1,10,2.154,10
Trial Guard Row 3,17.5,1,2.6,1.375,2.6
Trial Guard Row 3,17.5,1,2.9,1.426,2.9
Trial Guard Row 3,17.5,1,2.5,1.357,2.5
Trial Guard Row 3,17.5,1,4.5,1.651,4.5
