Type,MidSize,Count,SampleWeight,CubeRoot,TuberWeight,,
Yr 1 variety trial Field,47.5,1,83,4.362070665,83.0,,
Yr 1 variety trial Field,47.5,1,82.8,4.358564176,82.8,,
Yr 1 variety trial Field,47.5,1,80.9,4.324967416,80.9,,
Yr 1 variety trial Field,47.5,1,80.5,4.317827548,80.5,,
Yr 1 variety trial Field,47.5,1,78.6,4.283586239,78.6,,
Yr 1 variety trial Field,47.5,1,78.4,4.279949916,78.4,,
Yr 1 variety trial Field,47.5,1,77.8,4.269003705,77.8,,
Yr 1 variety trial Field,47.5,1,75.8,4.232104679,75.8,,
Yr 1 variety trial Field,47.5,1,75.1,4.219036783,75.1,,
Yr 1 variety trial Field,47.5,1,74.6,4.209652773,74.6,,
Yr 1 variety trial Field,47.5,1,74.2,4.202115331,74.2,,
Yr 1 variety trial Field,47.5,1,73.6,4.190758207,73.6,,
Yr 1 variety trial Field,42.5,1,73,4.17933919,73.0,,
Yr 1 variety trial Field,47.5,1,71.8,4.156312061,71.8,,
Yr 1 variety trial Field,47.5,1,71.6,4.152449315,71.6,,
Yr 1 variety trial Field,47.5,1,71.2,4.14470219,71.2,,
Yr 1 variety trial Field,42.5,1,70.4,4.129120456,70.4,,
Yr 1 variety trial Field,42.5,1,69.8,4.117356516,69.8,,
Yr 1 variety trial Field,47.5,1,69.2,4.105524967,69.2,,
Yr 1 variety trial Field,42.5,1,65.3,4.026901993,65.3,,
Yr 1 variety trial Field,42.5,1,63.2,3.983263397,63.2,,
Yr 1 variety trial Field,42.5,1,61.9,3.95576256,61.9,,
Yr 1 variety trial Field,42.5,1,60.9,3.93434491,60.9,,
Yr 1 variety trial Field,42.5,1,60.2,3.919212665,60.2,,
Yr 1 variety trial Field,42.5,1,58.8,3.888592565,58.8,,
Yr 1 variety trial Field,42.5,1,57.5,3.859721309,57.5,,
Yr 1 variety trial Field,42.5,1,56.8,3.84399468,56.8,,
Yr 1 variety trial Field,42.5,1,56,3.82586236,56.0,,
Yr 1 variety trial Field,42.5,1,55.8,3.821302329,55.8,,
Yr 1 variety trial Field,42.5,1,51.2,3.713271062,51.2,,
Yr 1 variety trial Field,42.5,1,49.9,3.681573834,49.9,,
Yr 1 variety trial Field,37.5,1,46.2,3.588233182,46.2,,
Yr 1 variety trial Field,37.5,1,42.8,3.497957988,42.8,,
Yr 1 variety trial Field,42.5,1,42.7,3.495231597,42.7,,
Yr 1 variety trial Field,37.5,1,42.4,3.487026798,42.4,,
Yr 1 variety trial Field,37.5,1,41.2,3.453815001,41.2,,
Yr 1 variety trial Field,37.5,1,40.7,3.439786353,40.7,,
Yr 1 variety trial Field,37.5,1,39,3.391211439,39.0,,
Yr 1 variety trial Field,37.5,1,38.8,3.385404559,38.8,,
Yr 1 variety trial Field,37.5,1,38.6,3.379577689,38.6,,
Yr 1 variety trial Field,37.5,1,34,3.239611797,34.0,,
Yr 1 variety trial Field,37.5,1,32.7,3.197784922,32.7,,
Yr 1 variety trial Field,32.5,1,27.7,3.025705044,27.7,,
Yr 1 variety trial Field,32.5,1,26.2,2.970072814,26.2,,
Yr 1 variety trial Field,37.5,1,25.8,2.95488036,25.8,,
Yr 1 variety trial Field,37.5,1,25.6,2.947225196,25.6,,
Yr 1 variety trial Field,37.5,1,24.3,2.896468151,24.3,,
Yr 1 variety trial Field,32.5,1,22.1,2.806278425,22.1,,
Yr 1 variety trial Field,27.5,1,14.8,2.45520205,14.8,,
Yr 1 variety trial Field,27.5,1,14.1,2.415867087,14.1,,
Yr 1 variety trial Field,22.5,1,10,2.154434688,10.0,,
Yr 1 variety trial Field,22.5,1,7.7,1.974680821,7.7,,
Yr 1 variety trial Field,17.5,1,6.8,1.894536473,6.8,,
Yr 1 variety trial Field,22.5,1,6.2,1.837090549,6.2,,
Yr 1 variety trial Field,17.5,1,5.7,1.786315987,5.7,,
Yr 1 variety trial Field,17.5,1,4.5,1.650963624,4.5,,
Yr 1 variety trial Field,17.5,1,4.4,1.63864254,4.4,,
Yr 1 variety trial Field,17.5,1,3.7,1.546680373,3.7,,
Yr 1 variety trial Field,17.5,1,3.1,1.458099735,3.1,,
Yr 1 variety trial Field,17.5,1,3,1.44224957,3.0,,
Yr 1 variety trial Field,17.5,1,2.6,1.375068867,2.6,,
Yr 1 variety trial Field,17.5,1,2.6,1.375068867,2.6,,
Yr 1 variety trial Field,17.5,1,2.2,1.300591447,2.2,,
Yr 1 variety trial Field,17.5,1,2.2,1.300591447,2.2,,
