Type,MidSize,Count,SampleWeight,CubeRoot,TuberWeight,,
Fairley 1,57.5,1,0.122,4.9597,122.0,,
Fairley 1,57.5,1,0.1178,4.9021,117.8,,
Fairley 1,57.5,1,0.1169,4.8896,116.9,,
Fairley 1,57.5,1,0.1034,4.6936,103.4,,
Fairley 1,52.5,1,0.0973,4.5994,97.3,,
Fairley 1,52.5,1,0.0955,4.5709,95.5,,
Fairley 1,52.5,1,0.0934,4.5371,93.4,,
Fairley 1,47.5,1,0.0908,4.4946,90.8,,
Fairley 1,52.5,1,0.0895,4.4731,89.5,,
Fairley 1,47.5,1,0.0881,4.4496,88.1,,
Fairley 1,52.5,1,0.083,4.3621,83.0,,
Fairley 1,47.5,1,0.078,4.2727,78.0,,
Fairley 1,52.5,1,0.0767,4.2488,76.7,,
Fairley 1,47.5,1,0.0746,4.2097,74.6,,
Fairley 1,47.5,1,0.0746,4.2097,74.6,,
Fairley 1,47.5,1,0.0703,4.1272,70.3,,
Fairley 1,47.5,1,0.0685,4.0916,68.5,,
Fairley 1,42.5,1,0.0664,4.0494,66.4,,
Fairley 1,47.5,1,0.0601,3.9170,60.1,,
Fairley 1,37.5,1,0.0495,3.6717,49.5,,
Fairley 1,42.5,1,0.0478,3.6292,47.8,,
Fairley 1,37.5,1,0.0406,3.4370,40.6,,
Fairley 1,37.5,1,0.0366,3.3202,36.6,,
Fairley 1,32.5,1,0.027,3.0000,27.0,,
Somerlayton,62.5,1,250,6.299605238,250.0,,
Somerlayton,67.5,1,248.4,6.286137307,248.4,,
Somerlayton,62.5,1,240.8,6.221362304,240.8,,
Somerlayton,62.5,1,213.8,5.979560066,213.8,,
Somerlayton,57.5,1,207.2,5.917386223,207.2,,
Somerlayton,57.5,1,202,5.867464298,202.0,,
Somerlayton,57.5,1,189.7,5.74586974,189.7,,
Somerlayton,62.5,1,178.9,5.634691103,178.9,,
Somerlayton,62.5,1,169.3,5.532044335,169.3,,
Somerlayton,62.5,1,168.4,5.522224117,168.4,,
Somerlayton,57.5,1,162.2,5.453604205,162.2,,
Somerlayton,62.5,1,161.4,5.444623367,161.4,,
Somerlayton,62.5,1,153.5,5.354301129,153.5,,
Somerlayton,57.5,1,148.7,5.297898767,148.7,,
Somerlayton,57.5,1,147.7,5.285996011,147.7,,
Somerlayton,57.5,1,146.2,5.268040723,146.2,,
Somerlayton,57.5,1,145.9,5.264434945,145.9,,
Somerlayton,57.5,1,144.6,5.248752529,144.6,,
Somerlayton,57.5,1,144.4,5.246331518,144.4,,
Somerlayton,57.5,1,142.2,5.219551633,142.2,,
Somerlayton,52.5,1,141.3,5.208516607,141.3,,
Somerlayton,57.5,1,141.1,5.20605802,141.1,,
Somerlayton,57.5,1,140.6,5.19990137,140.6,,
Somerlayton,57.5,1,139.6,5.187544144,139.6,,
Somerlayton,57.5,1,139.5,5.186305179,139.5,,
Somerlayton,57.5,1,139,5.180101459,139.0,,
Somerlayton,57.5,1,138.9,5.17885893,138.9,,
Somerlayton,57.5,1,138.2,5.170144488,138.2,,
Somerlayton,57.5,1,137.7,5.163901854,137.7,,
Somerlayton,57.5,1,137.4,5.160149017,137.4,,
Somerlayton,57.5,1,136.5,5.148857626,136.5,,
Somerlayton,57.5,1,135.9,5.141302432,135.9,,
Somerlayton,52.5,1,133.9,5.115956679,133.9,,
Somerlayton,57.5,1,133.3,5.108303778,133.3,,
Somerlayton,52.5,1,131.7,5.08778313,131.7,,
Somerlayton,52.5,1,130.5,5.072283314,130.5,,
Somerlayton,57.5,1,130.5,5.072283314,130.5,,
Somerlayton,57.5,1,130.4,5.07098738,130.4,,
Somerlayton,57.5,1,130,5.065797011,130.0,,
Somerlayton,57.5,1,129.7,5.061897243,129.7,,
Somerlayton,57.5,1,128.3,5.043618373,128.3,,
Somerlayton,57.5,1,127.3,5.030480469,127.3,,
Somerlayton,52.5,1,127,5.026525687,127.0,,
Somerlayton,52.5,1,123.9,4.985290092,123.9,,
Somerlayton,57.5,1,123.3,4.977229786,123.3,,
Somerlayton,52.5,1,122.4,4.965090153,122.4,,
Somerlayton,57.5,1,121.2,4.948811052,121.2,,
Somerlayton,52.5,1,121.1,4.947449619,121.1,,
Somerlayton,52.5,1,121,4.946087435,121.0,,
Somerlayton,52.5,1,119.1,4.920062124,119.1,,
Somerlayton,57.5,1,119,4.918684727,119.0,,
Somerlayton,52.5,1,117.4,4.896540658,117.4,,
Somerlayton,52.5,1,116,4.876998953,116.0,,
Somerlayton,52.5,1,115.9,4.875597114,115.9,,
Somerlayton,57.5,1,115.4,4.868575795,115.4,,
Somerlayton,57.5,1,114.1,4.850224944,114.1,,
Somerlayton,57.5,1,114,4.848807578,114.0,,
Somerlayton,52.5,1,112.1,4.821718703,112.1,,
Somerlayton,52.5,1,112,4.820284521,112.0,,
Somerlayton,57.5,1,112,4.820284521,112.0,,
Somerlayton,52.5,1,109.2,4.779776013,109.2,,
Somerlayton,47.5,1,107.2,4.750415469,107.2,,
Somerlayton,47.5,1,106.9,4.745979971,106.9,,
Somerlayton,52.5,1,106.7,4.74301836,106.7,,
Somerlayton,47.5,1,105.7,4.728154526,105.7,,
Somerlayton,52.5,1,105.6,4.726662995,105.6,,
Somerlayton,52.5,1,102.9,4.686030643,102.9,,
Somerlayton,52.5,1,102.7,4.682992697,102.7,,
Somerlayton,52.5,1,98.5,4.618263866,98.5,,
Somerlayton,47.5,1,97.9,4.608867576,97.9,,
Somerlayton,52.5,1,97.7,4.605726949,97.7,,
Somerlayton,47.5,1,97.7,4.605726949,97.7,,
Somerlayton,52.5,1,96.7,4.589959188,96.7,,
Somerlayton,52.5,1,96.6,4.588376444,96.6,,
Somerlayton,47.5,1,95.6,4.572488587,95.6,,
Somerlayton,52.5,1,93.7,4.541993722,93.7,,
Somerlayton,47.5,1,92.6,4.524149992,92.6,,
Somerlayton,52.5,1,91.9,4.512721199,91.9,,
Somerlayton,47.5,1,89.1,4.466416652,89.1,,
Somerlayton,52.5,1,88.9,4.463072273,88.9,,
Somerlayton,47.5,1,88.2,4.451327292,88.2,,
Somerlayton,52.5,1,88,4.447960175,88.0,,
Somerlayton,47.5,1,84.5,4.388191471,84.5,,
Somerlayton,47.5,1,84.4,4.386459746,84.4,,
Somerlayton,47.5,1,83.3,4.367319853,83.3,,
Somerlayton,52.5,1,83.2,4.365571526,83.2,,
Somerlayton,47.5,1,81.8,4.340946505,81.8,,
Somerlayton,47.5,1,81.1,4.328528527,81.1,,
Somerlayton,47.5,1,81,4.326748705,81.0,,
Somerlayton,47.5,1,80.9,4.324967416,80.9,,
Somerlayton,52.5,1,80.3,4.314248742,80.3,,
Somerlayton,47.5,1,80.2,4.31245711,80.2,,
Somerlayton,47.5,1,77.8,4.269003705,77.8,,
Somerlayton,47.5,1,77.7,4.26717387,77.7,,
Somerlayton,47.5,1,77,4.254320859,77.0,,
Somerlayton,47.5,1,75.6,4.228379233,75.6,,
Somerlayton,47.5,1,75,4.21716332,75.0,,
Somerlayton,47.5,1,74.5,4.207770943,74.5,,
Somerlayton,47.5,1,74.1,4.200226739,74.1,,
Somerlayton,42.5,1,71.7,4.154381586,71.7,,
Somerlayton,47.5,1,71.3,4.146641686,71.3,,
Somerlayton,47.5,1,70.3,4.127164454,70.3,,
Somerlayton,47.5,1,69.7,4.115389313,69.7,,
Somerlayton,47.5,1,69,4.101565924,69.0,,
Somerlayton,42.5,1,68.8,4.097599223,68.8,,
Somerlayton,47.5,1,68.4,4.0896427,68.4,,
Somerlayton,47.5,1,67.3,4.067601081,67.3,,
Somerlayton,47.5,1,66.6,4.053449273,66.6,,
Somerlayton,47.5,1,65.8,4.037153824,65.8,,
Somerlayton,47.5,1,65.7,4.035107623,65.7,,
Somerlayton,42.5,1,65.3,4.026901993,65.3,,
Somerlayton,47.5,1,63.8,3.99582898,63.8,,
Somerlayton,47.5,1,63.5,3.989556083,63.5,,
Somerlayton,47.5,1,62.8,3.974842096,62.8,,
Somerlayton,42.5,1,62.7,3.972731187,62.7,,
Somerlayton,47.5,1,62.5,3.968502624,62.5,,
Somerlayton,42.5,1,61.5,3.947223381,61.5,,
Somerlayton,42.5,1,61.1,3.938647095,61.1,,
Somerlayton,47.5,1,60.6,3.927873936,60.6,,
Somerlayton,42.5,1,60,3.914867636,60.0,,
Somerlayton,42.5,1,59.8,3.910512941,59.8,,
Somerlayton,42.5,1,59.5,3.903962656,59.5,,
Somerlayton,47.5,1,59.4,3.901774335,59.4,,
Somerlayton,42.5,1,59.4,3.901774335,59.4,,
Somerlayton,42.5,1,59.1,3.895194602,59.1,,
Somerlayton,42.5,1,59,3.892996411,59.0,,
Somerlayton,42.5,1,58.7,3.886386896,58.7,,
Somerlayton,42.5,1,58.6,3.884178721,58.6,,
Somerlayton,42.5,1,58.3,3.877539087,58.3,,
Somerlayton,42.5,1,57.3,3.855241072,57.3,,
Somerlayton,42.5,1,57.2,3.852997043,57.2,,
Somerlayton,42.5,1,56.6,3.839477644,56.6,,
Somerlayton,42.5,1,56,3.82586236,56.0,,
Somerlayton,42.5,1,55.7,3.819018227,55.7,,
Somerlayton,42.5,1,55.3,3.809854381,55.3,,
Somerlayton,42.5,1,54.7,3.796025387,54.7,,
Somerlayton,42.5,1,54,3.779763145,54.0,,
Somerlayton,42.5,1,53.8,3.775090998,53.8,,
Somerlayton,42.5,1,52.1,3.734902255,52.1,,
Somerlayton,42.5,1,51.8,3.727719733,51.8,,
Somerlayton,42.5,1,51.7,3.725319398,51.7,,
Somerlayton,42.5,1,51.6,3.722915965,51.6,,
Somerlayton,42.5,1,51.6,3.722915965,51.6,,
Somerlayton,42.5,1,51.5,3.720509425,51.5,,
Somerlayton,42.5,1,51.2,3.713271062,51.2,,
Somerlayton,42.5,1,50.9,3.706004368,50.9,,
Somerlayton,42.5,1,49.2,3.664277594,49.2,,
Somerlayton,42.5,1,48.1,3.636763209,48.1,,
Somerlayton,42.5,1,48,3.634241181,48.0,,
Somerlayton,42.5,1,47.9,3.631715648,47.9,,
Somerlayton,42.5,1,47.9,3.631715648,47.9,,
Somerlayton,42.5,1,47.1,3.611383714,47.1,,
Somerlayton,42.5,1,45.5,3.570018486,45.5,,
Somerlayton,37.5,1,44.9,3.55425661,44.9,,
Somerlayton,37.5,1,44.6,3.546322975,44.6,,
Somerlayton,42.5,1,44.5,3.543670526,44.5,,
Somerlayton,37.5,1,43.2,3.508821281,43.2,,
Somerlayton,37.5,1,42.8,3.497957988,42.8,,
Somerlayton,37.5,1,41.1,3.451018389,41.1,,
Somerlayton,37.5,1,40.6,3.436966855,40.6,,
Somerlayton,37.5,1,39.1,3.394107436,39.1,,
Somerlayton,37.5,1,38.1,3.364921921,38.1,,
Somerlayton,37.5,1,37.4,3.34418684,37.4,,
Somerlayton,37.5,1,37.4,3.34418684,37.4,,
Somerlayton,37.5,1,36.2,3.308030636,36.2,,
Somerlayton,37.5,1,34.9,3.267948033,34.9,,
Somerlayton,37.5,1,34.7,3.261693572,34.7,,
Somerlayton,37.5,1,33,3.207534326,33.0,,
Somerlayton,37.5,1,31.6,3.161518254,31.6,,
Somerlayton,37.5,1,29.7,3.096840343,29.7,,
Somerlayton,37.5,1,29.1,3.07584417,29.1,,
Somerlayton,32.5,1,26.4,2.977611103,26.4,,
Somerlayton,37.5,1,25.3,2.935667331,25.3,,
Somerlayton,37.5,1,23.4,2.860258503,23.4,,
Somerlayton,37.5,1,22.6,2.827284285,22.6,,
Somerlayton,37.5,1,21.3,2.771999839,21.3,,
Somerlayton,32.5,1,19.8,2.705339226,19.8,,
Somerlayton,37.5,1,17.9,2.615879152,17.9,,
Somerlayton,27.5,1,17.6,2.601182891,17.6,,
Somerlayton,27.5,1,17.5,2.596247048,17.5,,
Somerlayton,27.5,1,17.1,2.576313463,17.1,,
Somerlayton,32.5,1,15.6,2.498665953,15.6,,
Somerlayton,27.5,1,15.3,2.482545078,15.3,,
Somerlayton,32.5,1,12.5,2.320794415,12.5,,
Somerlayton,27.5,1,11.1,2.230699103,11.1,,
Somerlayton,22.5,1,9.2,2.095379105,9.2,,
Somerlayton,27.5,1,7.2,1.930978768,7.2,,
Somerlayton,22.5,1,7,1.912931182,7.0,,
Somerlayton,27.5,1,6.7,1.88520363,6.7,,
Somerlayton,22.5,1,6,1.817120592,6.0,,
Somerlayton,17.5,1,5.3,1.7435134,5.3,,
Somerlayton,17.5,1,4.5,1.650963624,4.5,,
Somerlayton,22.5,1,3.5,1.518294485,3.5,,
Year 1 trial field,62.5,1,176,5.604078652,176.0,,
Year 1 trial field,57.5,1,156.2,5.385512139,156.2,,
Year 1 trial field,57.5,1,150.4,5.318011572,150.4,,
Year 1 trial field,57.5,1,144.1,5.242695805,144.1,,
Year 1 trial field,57.5,1,143.9,5.240269193,143.9,,
Year 1 trial field,57.5,1,143.8,5.239055043,143.8,,
Year 1 trial field,57.5,1,140.7,5.201133866,140.7,,
Year 1 trial field,57.5,1,136.6,5.150114672,136.6,,
Year 1 trial field,57.5,1,136.1,5.143823296,136.1,,
Year 1 trial field,52.5,1,135.3,5.133724967,135.3,,
Year 1 trial field,57.5,1,134,5.117229939,134.0,,
Year 1 trial field,52.5,1,133.8,5.114682785,133.8,,
Year 1 trial field,52.5,1,128.7,5.048854419,128.7,,
Year 1 trial field,52.5,1,125.9,5.011971307,125.9,,
Year 1 trial field,57.5,1,125.8,5.010643984,125.8,,
Year 1 trial field,57.5,1,120.1,4.933793878,120.1,,
Year 1 trial field,52.5,1,120,4.932424141,120.0,,
Year 1 trial field,52.5,1,118.7,4.9145479,118.7,,
Year 1 trial field,52.5,1,117.6,4.899319626,117.6,,
Year 1 trial field,52.5,1,115.3,4.867169099,115.3,,
Year 1 trial field,52.5,1,113.2,4.837438703,113.2,,
Year 1 trial field,52.5,1,112.9,4.833161566,112.9,,
Year 1 trial field,52.5,1,111.6,4.814539242,111.6,,
Year 1 trial field,52.5,1,111.3,4.810221267,111.3,,
Year 1 trial field,52.5,1,107.4,4.753367872,107.4,,
Year 1 trial field,52.5,1,105.9,4.731134769,105.9,,
Year 1 trial field,47.5,1,103.9,4.701161619,103.9,,
Year 1 trial field,52.5,1,101.5,4.664681688,101.5,,
Year 1 trial field,47.5,1,100.3,4.646225781,100.3,,
Year 1 trial field,52.5,1,100.2,4.644681158,100.2,,
Year 1 trial field,52.5,1,99.4,4.63228702,99.4,,
Year 1 trial field,52.5,1,98.2,4.613570505,98.2,,
Year 1 trial field,52.5,1,97,4.594700885,97.0,,
Year 1 trial field,52.5,1,93.6,4.540377354,93.6,,
Year 1 trial field,47.5,1,93.2,4.533900345,93.2,,
Year 1 trial field,47.5,1,92,4.514357429,92.0,,
Year 1 trial field,47.5,1,91.3,4.50287881,91.3,,
Year 1 trial field,52.5,1,91.2,4.501234223,91.2,,
Year 1 trial field,47.5,1,88.9,4.463072273,88.9,,
Year 1 trial field,47.5,1,85.1,4.398553237,85.1,,
Year 1 trial field,47.5,1,83.1,4.363821798,83.1,,
Year 1 trial field,47.5,1,82.5,4.353293839,82.5,,
Year 1 trial field,47.5,1,80.1,4.310663988,80.1,,
Year 1 trial field,47.5,1,78.5,4.281768849,78.5,,
Year 1 trial field,47.5,1,78.3,4.278129435,78.3,,
Year 1 trial field,47.5,1,76.5,4.245092368,76.5,,
Year 1 trial field,47.5,1,76.5,4.245092368,76.5,,
Year 1 trial field,47.5,1,76.4,4.243241848,76.4,,
Year 1 trial field,47.5,1,76.4,4.243241848,76.4,,
Year 1 trial field,47.5,1,76,4.235823578,76.0,,
Year 1 trial field,47.5,1,74.9,4.215288192,74.9,,
Year 1 trial field,47.5,1,74.7,4.211532922,74.7,,
Year 1 trial field,47.5,1,73.9,4.196444453,73.9,,
Year 1 trial field,47.5,1,73.8,4.19455075,73.8,,
Year 1 trial field,47.5,1,73.7,4.192655336,73.7,,
Year 1 trial field,47.5,1,72.6,4.171691709,72.6,,
Year 1 trial field,42.5,1,72.5,4.169775452,72.5,,
Year 1 trial field,47.5,1,72.4,4.167857431,72.4,,
Year 1 trial field,47.5,1,71.9,4.158240744,71.9,,
Year 1 trial field,47.5,1,71.9,4.158240744,71.9,,
Year 1 trial field,47.5,1,71.7,4.154381586,71.7,,
Year 1 trial field,42.5,1,71.4,4.148579369,71.4,,
Year 1 trial field,47.5,1,71.3,4.146641686,71.3,,
Year 1 trial field,42.5,1,70.4,4.129120456,70.4,,
Year 1 trial field,47.5,1,69.9,4.119321842,69.9,,
Year 1 trial field,42.5,1,69.2,4.105524967,69.2,,
Year 1 trial field,42.5,1,68,4.081655096,68.0,,
Year 1 trial field,42.5,1,67.8,4.077649544,67.8,,
Year 1 trial field,42.5,1,66.8,4.057502725,66.8,,
Year 1 trial field,42.5,1,66.3,4.047353852,66.3,,
Year 1 trial field,47.5,1,65.5,4.031008984,65.5,,
Year 1 trial field,42.5,1,65.4,4.028956535,65.4,,
Year 1 trial field,47.5,1,64.8,4.016597695,64.8,,
Year 1 trial field,42.5,1,63.7,3.993740203,63.7,,
Year 1 trial field,42.5,1,63.5,3.989556083,63.5,,
Year 1 trial field,47.5,1,63.4,3.987460727,63.4,,
Year 1 trial field,42.5,1,63.2,3.983263397,63.2,,
Year 1 trial field,42.5,1,62.8,3.974842096,62.8,,
Year 1 trial field,47.5,1,62.2,3.962142834,62.2,,
Year 1 trial field,47.5,1,61.9,3.95576256,61.9,,
Year 1 trial field,42.5,1,61.1,3.938647095,61.1,,
Year 1 trial field,47.5,1,60.8,3.932190285,60.8,,
Year 1 trial field,42.5,1,60.6,3.927873936,60.6,,
Year 1 trial field,42.5,1,59.8,3.910512941,59.8,,
Year 1 trial field,47.5,1,59.8,3.910512941,59.8,,
Year 1 trial field,42.5,1,59.6,3.906148525,59.6,,
Year 1 trial field,42.5,1,58.4,3.879754824,58.4,,
Year 1 trial field,47.5,1,58.2,3.875320815,58.2,,
Year 1 trial field,42.5,1,58.1,3.8731,58.1,,
Year 1 trial field,42.5,1,57.1,3.850750397,57.1,,
Year 1 trial field,42.5,1,56.8,3.84399468,56.8,,
Year 1 trial field,42.5,1,56.6,3.839477644,56.6,,
Year 1 trial field,42.5,1,55.5,3.814441808,55.5,,
Year 1 trial field,42.5,1,54.8,3.798337218,54.8,,
Year 1 trial field,42.5,1,53.6,3.770407257,53.6,,
Year 1 trial field,42.5,1,53.5,3.768061017,53.5,,
Year 1 trial field,42.5,1,52.7,3.749185003,52.7,,
Year 1 trial field,42.5,1,52.2,3.737290301,52.2,,
Year 1 trial field,42.5,1,50.7,3.701144029,50.7,,
Year 1 trial field,42.5,1,50.1,3.686485879,50.1,,
Year 1 trial field,42.5,1,50,3.684031494,50.0,,
Year 1 trial field,42.5,1,47.7,3.626654017,47.7,,
Year 1 trial field,42.5,1,47.7,3.626654017,47.7,,
Year 1 trial field,37.5,1,47.2,3.613937734,47.2,,
Year 1 trial field,42.5,1,46.8,3.603699895,46.8,,
Year 1 trial field,42.5,1,46.4,3.593403554,46.4,,
Year 1 trial field,37.5,1,46.1,3.585642399,46.1,,
Year 1 trial field,37.5,1,45.4,3.56740117,45.4,,
Year 1 trial field,42.5,1,44,3.530348331,44.0,,
Year 1 trial field,42.5,1,43.9,3.527671796,43.9,,
Year 1 trial field,42.5,1,43.1,3.506111766,43.1,,
Year 1 trial field,42.5,1,41,3.448217236,41.0,,
Year 1 trial field,37.5,1,40.1,3.422799477,40.1,,
Year 1 trial field,37.5,1,39.3,3.399884652,39.3,,
Year 1 trial field,37.5,1,36.1,3.304981758,36.1,,
Year 1 trial field,37.5,1,35.9,3.29886707,35.9,,
Year 1 trial field,37.5,1,35.3,3.280385634,35.3,,
Year 1 trial field,37.5,1,34.5,3.255415032,34.5,,
Year 1 trial field,37.5,1,34.4,3.25226666,34.4,,
Year 1 trial field,37.5,1,34.3,3.24911218,34.3,,
Year 1 trial field,37.5,1,33.3,3.217224821,33.3,,
Year 1 trial field,37.5,1,33,3.207534326,33.0,,
Year 1 trial field,32.5,1,32.6,3.194521874,32.6,,
Year 1 trial field,37.5,1,31.8,3.168174102,31.8,,
Year 1 trial field,37.5,1,29.9,3.103776179,29.9,,
Year 1 trial field,37.5,1,26.1,2.966289278,26.1,,
Year 1 trial field,32.5,1,23.8,2.876464279,23.8,,
Year 1 trial field,32.5,1,23.3,2.856178243,23.3,,
Year 1 trial field,37.5,1,23,2.843866977,23.0,,
Year 1 trial field,32.5,1,22.7,2.831448186,22.7,,
Year 1 trial field,37.5,1,21.6,2.784953297,21.6,,
Year 1 trial field,32.5,1,20.5,2.736851835,20.5,,
Year 1 trial field,32.5,1,20.4,2.732394413,20.4,,
Year 1 trial field,37.5,1,19.8,2.705339226,19.8,,
Year 1 trial field,37.5,1,18.5,2.644786234,18.5,,
Year 1 trial field,37.5,1,18,2.620741392,18.0,,
Yr 1 variety trial Field,67.5,1,224.3,6.075887963,224.3,,
Yr 1 variety trial Field,62.5,1,205,5.89636853,205.0,,
Yr 1 variety trial Field,62.5,1,201.4,5.861649166,201.4,,
Yr 1 variety trial Field,62.5,1,192.2,5.7710007,192.2,,
Yr 1 variety trial Field,62.5,1,186.7,5.715419408,186.7,,
Yr 1 variety trial Field,62.5,1,185.4,5.70212293,185.4,,
Yr 1 variety trial Field,62.5,1,183.8,5.68567243,183.8,,
Yr 1 variety trial Field,57.5,1,177.6,5.621009506,177.6,,
Yr 1 variety trial Field,62.5,1,175.9,5.603017072,175.9,,
Yr 1 variety trial Field,62.5,1,175.3,5.59663913,175.3,,
Yr 1 variety trial Field,62.5,1,167.9,5.516753315,167.9,,
Yr 1 variety trial Field,57.5,1,166.8,5.504679204,166.8,,
Yr 1 variety trial Field,57.5,1,165.9,5.494760842,165.9,,
Yr 1 variety trial Field,57.5,1,165.5,5.490341165,165.5,,
Yr 1 variety trial Field,57.5,1,160.7,5.436740758,160.7,,
Yr 1 variety trial Field,57.5,1,159.3,5.420906599,159.3,,
Yr 1 variety trial Field,57.5,1,157.9,5.404979394,157.9,,
Yr 1 variety trial Field,57.5,1,157.5,5.400411482,157.5,,
Yr 1 variety trial Field,52.5,1,157.3,5.398124625,157.3,,
Yr 1 variety trial Field,62.5,1,155.5,5.377455152,155.5,,
Yr 1 variety trial Field,62.5,1,153.2,5.35081071,153.2,,
Yr 1 variety trial Field,57.5,1,153,5.348481232,153.0,,
Yr 1 variety trial Field,57.5,1,151.2,5.327424002,151.2,,
Yr 1 variety trial Field,52.5,1,150.6,5.320367803,150.6,,
Yr 1 variety trial Field,57.5,1,148.8,5.299086104,148.8,,
Yr 1 variety trial Field,57.5,1,148.5,5.295522494,148.5,,
Yr 1 variety trial Field,57.5,1,146.6,5.272840763,146.6,,
Yr 1 variety trial Field,57.5,1,146.1,5.266839345,146.1,,
Yr 1 variety trial Field,57.5,1,142.7,5.225662095,142.7,,
Yr 1 variety trial Field,52.5,1,142,5.217103438,142.0,,
Yr 1 variety trial Field,57.5,1,141.2,5.207287604,141.2,,
Yr 1 variety trial Field,57.5,1,140.4,5.197434623,140.4,,
Yr 1 variety trial Field,57.5,1,140.3,5.196200372,140.3,,
Yr 1 variety trial Field,52.5,1,139.9,5.191257491,139.9,,
Yr 1 variety trial Field,52.5,1,135.6,5.137516493,135.6,,
Yr 1 variety trial Field,57.5,1,135.4,5.134989431,135.4,,
Yr 1 variety trial Field,52.5,1,134.7,5.126125067,134.7,,
Yr 1 variety trial Field,52.5,1,133.2,5.107026063,133.2,,
Yr 1 variety trial Field,52.5,1,132.2,5.094213601,132.2,,
Yr 1 variety trial Field,57.5,1,132,5.091643361,132.0,,
Yr 1 variety trial Field,52.5,1,127.8,5.037057988,127.8,,
Yr 1 variety trial Field,52.5,1,127.6,5.034429042,127.6,,
Yr 1 variety trial Field,52.5,1,127.5,5.03311354,127.5,,
Yr 1 variety trial Field,57.5,1,125,4.999999992,125.0,,
Yr 1 variety trial Field,52.5,1,122,4.959675656,122.0,,
Yr 1 variety trial Field,52.5,1,121.5,4.952890865,121.5,,
Yr 1 variety trial Field,57.5,1,121,4.946087435,121.0,,
Yr 1 variety trial Field,52.5,1,120.5,4.939265237,120.5,,
Yr 1 variety trial Field,52.5,1,120,4.932424141,120.0,,
Yr 1 variety trial Field,52.5,1,118.8,4.915927616,118.8,,
Yr 1 variety trial Field,52.5,1,117.6,4.899319626,117.6,,
Yr 1 variety trial Field,52.5,1,115.9,4.875597114,115.9,,
Yr 1 variety trial Field,52.5,1,114.7,4.858711794,114.7,,
Yr 1 variety trial Field,52.5,1,114.4,4.854472078,114.4,,
Yr 1 variety trial Field,52.5,1,114.2,4.851641482,114.2,,
Yr 1 variety trial Field,52.5,1,114.2,4.851641482,114.2,,
Yr 1 variety trial Field,52.5,1,113.3,4.838862735,113.3,,
Yr 1 variety trial Field,52.5,1,112.8,4.831734171,112.8,,
Yr 1 variety trial Field,52.5,1,111.7,4.815976847,111.7,,
Yr 1 variety trial Field,52.5,1,111.4,4.811661453,111.4,,
Yr 1 variety trial Field,52.5,1,111.3,4.810221267,111.3,,
Yr 1 variety trial Field,52.5,1,109.4,4.78269229,109.4,,
Yr 1 variety trial Field,52.5,1,107,4.747459391,107.0,,
Yr 1 variety trial Field,52.5,1,106.2,4.735598107,106.2,,
Yr 1 variety trial Field,47.5,1,105.5,4.725170521,105.5,,
Yr 1 variety trial Field,52.5,1,105.3,4.722182743,105.3,,
Yr 1 variety trial Field,52.5,1,104.5,4.710193652,104.5,,
Yr 1 variety trial Field,52.5,1,104.4,4.708690718,104.4,,
Yr 1 variety trial Field,52.5,1,103.8,4.699652902,103.8,,
Yr 1 variety trial Field,52.5,1,103.7,4.698143216,103.7,,
Yr 1 variety trial Field,52.5,1,102.9,4.686030643,102.9,,
Yr 1 variety trial Field,47.5,1,101.6,4.666213101,101.6,,
Yr 1 variety trial Field,52.5,1,101,4.657009501,101.0,,
Yr 1 variety trial Field,52.5,1,100,4.641588826,100.0,,
Yr 1 variety trial Field,52.5,1,98.2,4.613570505,98.2,,
Yr 1 variety trial Field,47.5,1,97.3,4.599432815,97.3,,
Yr 1 variety trial Field,52.5,1,97.3,4.599432815,97.3,,
Yr 1 variety trial Field,52.5,1,96.6,4.588376444,96.6,,
Yr 1 variety trial Field,52.5,1,96,4.578856963,96.0,,
Yr 1 variety trial Field,52.5,1,95.6,4.572488587,95.6,,
Yr 1 variety trial Field,52.5,1,95.1,4.564503085,95.1,,
Yr 1 variety trial Field,52.5,1,94.6,4.556489545,94.6,,
Yr 1 variety trial Field,47.5,1,94.4,4.553276223,94.4,,
Yr 1 variety trial Field,47.5,1,94.4,4.553276223,94.4,,
Yr 1 variety trial Field,47.5,1,94.3,4.55166786,94.3,,
Yr 1 variety trial Field,47.5,1,92.8,4.527404777,92.8,,
Yr 1 variety trial Field,47.5,1,90.9,4.496293237,90.9,,
Yr 1 variety trial Field,47.5,1,90,4.48140474,90.0,,
Yr 1 variety trial Field,47.5,1,89.2,4.468086965,89.2,,
Yr 1 variety trial Field,47.5,1,89.1,4.466416652,89.1,,
Yr 1 variety trial Field,47.5,1,88.6,4.458046287,88.6,,
Yr 1 variety trial Field,47.5,1,88.4,4.454689323,88.4,,
Yr 1 variety trial Field,47.5,1,88.3,4.453008942,88.3,,
Yr 1 variety trial Field,47.5,1,87.8,4.444587952,87.8,,
Yr 1 variety trial Field,47.5,1,87.6,4.441210604,87.6,,
Yr 1 variety trial Field,47.5,1,87.6,4.441210604,87.6,,
Yr 1 variety trial Field,47.5,1,87,4.431047615,87.0,,
Yr 1 variety trial Field,52.5,1,85.2,4.400275458,85.2,,
Yr 1 variety trial Field,47.5,1,84.3,4.384726652,84.3,,
Yr 1 variety trial Field,47.5,1,83.9,4.377780539,83.9,,
Yr 1 variety trial Field,47.5,1,83.1,4.363821798,83.1,,
