Variety,TID,FID,Grade,MidGrade,TuberCount,Sample_Wght,TuberWght,TrialType,CubeRoot
Soraya,32,20289,grading: 65-85 mm,75,16,3.69,230.6250036,FT,6.132470428
Soraya,32,20445,grading: 65-85 mm,75,18,4.7,261.1111005,FT,6.391583166
Soraya,33,29344,grading: 70-80 mm,75,3,0.98,326.666673,FT,6.887077059
Soraya,33,29368,grading: 70-80 mm,75,1,0.27,270.0000107,FT,6.463304144
Soraya,33,29464,grading: 70-80 mm,75,3,1.2,400.0000159,FT,7.36806308
Soraya,33,29488,grading: 70-80 mm,75,1,0.325,324.9999881,FT,6.875344238
Soraya,33,29512,grading: 70-80 mm,75,1,0.32,319.9999928,FT,6.839903723
Soraya,33,29608,grading: 70-80 mm,75,2,0.675,337.500006,FT,6.962383278
Soraya,33,29632,grading: 70-80 mm,75,2,0.82,409.9999964,FT,7.428958805
Soraya,33,29656,grading: 70-80 mm,75,3,0.94,313.3333325,FT,6.792070708
Soraya,34,29680,grading: 70-80 mm,75,5,1.95,390.0000095,FT,7.306143619
Soraya,34,29702,grading: 70-80 mm,75,12,4.31,359.1666619,FT,7.10829329
Soraya,34,29724,grading: 70-80 mm,75,3,1.075,358.3333492,FT,7.102791649
Soraya,34,29746,grading: 70-80 mm,75,10,3.785,378.5000086,FT,7.233613447
Soraya,34,29768,grading: 70-80 mm,75,7,2.615,373.5714299,FT,7.202079053
Soraya,34,29790,grading: 70-80 mm,75,12,4.1,341.6666587,FT,6.990917859
Soraya,34,29812,grading: 70-80 mm,75,12,3.92,326.666673,FT,6.887077059
Soraya,34,29834,grading: 70-80 mm,75,1,0.285,284.9999964,FT,6.580844325
Soraya,34,29856,grading: 70-80 mm,75,7,2.455,350.7142748,FT,7.052089468
Soraya,34,29878,grading: 70-80 mm,75,8,2.42,302.5000095,FT,6.712873502
Soraya,34,29900,grading: 70-80 mm,75,1,0.36,360.0000143,FT,7.113786689
Soraya,34,29922,grading: 70-80 mm,75,7,2.315,330.7142939,FT,6.915405556
Soraya,34,29944,grading: 70-80 mm,75,7,2.71,387.1428626,FT,7.288258226
Soraya,34,29966,grading: 70-80 mm,75,5,1.705,341.0000086,FT,6.986368073
Soraya,34,29988,grading: 70-80 mm,75,4,1.285,321.2499917,FT,6.848798268
Soraya,45,46044,grading: 70-80 mm,75,8,2.79,348.7499952,FT,7.038899037
Soraya,45,46045,grading: 70-80 mm,75,7,2.615,373.5714299,FT,7.202079053
Soraya,45,46046,grading: 70-80 mm,75,5,1.68,335.9999895,FT,6.952053204
Soraya,45,46047,grading: 70-80 mm,75,4,1.495,373.7500012,FT,7.203226428
Soraya,45,46048,grading: 70-80 mm,75,2,0.795,397.5000083,FT,7.352680812
Soraya,45,46049,grading: 70-80 mm,75,13,4.5,346.1538462,FT,7.021389298
Soraya,45,46050,grading: 70-80 mm,75,7,2.44,348.5714367,FT,7.037697537
Soraya,45,46051,grading: 70-80 mm,75,8,2.635,329.3749988,FT,6.90605781
Soraya,45,46052,grading: 70-80 mm,75,9,2.915,323.8888847,FT,6.867500196
Soraya,45,46053,grading: 70-80 mm,75,6,2.345,390.8333381,FT,7.311343693
Soraya,45,46054,grading: 70-80 mm,75,3,1.24,413.3333365,FT,7.44903721
Soraya,45,46055,grading: 70-80 mm,75,1,0.4,400.000006,FT,7.368063019
Soraya,45,46057,grading: 70-80 mm,75,7,2.375,339.2857143,FT,6.974640979
Soraya,45,46058,grading: 70-80 mm,75,5,1.525,304.9999952,FT,6.731315449
Soraya,45,46059,grading: 70-80 mm,75,3,1.01,336.6666635,FT,6.956648136
Soraya,45,46060,grading: 70-80 mm,75,12,4.275,356.2500079,FT,7.088999734
Soraya,45,46061,grading: 70-80 mm,75,11,3.905,354.9999974,FT,7.08069872
Soraya,46,46377,grading: 70-80 mm,75,11,3.445,313.1818121,FT,6.790975704
Soraya,46,46378,grading: 70-80 mm,75,21,7.405,352.6190576,FT,7.064833416
Soraya,46,46379,grading: 70-80 mm,75,20,8.015,400.7500172,FT,7.372665252
Soraya,46,46380,grading: 70-80 mm,75,21,7.3,347.6190567,FT,7.031282136
Soraya,46,46381,grading: 70-80 mm,75,18,6.79,377.2222201,FT,7.225464219
Soraya,46,46382,grading: 70-80 mm,75,22,8.605,391.1363428,FT,7.313232648
Soraya,46,46383,grading: 70-80 mm,75,20,7.78,389.0000105,FT,7.299893713
Soraya,46,46384,grading: 70-80 mm,75,7,1.985,283.5714306,FT,6.569830383
Soraya,46,46385,grading: 70-80 mm,75,20,6.88,344.0000057,FT,7.006796146
Soraya,46,46386,grading: 70-80 mm,75,18,5.81,322.7777746,FT,6.859638147
Soraya,46,46387,grading: 70-80 mm,75,20,7.34,367.0000076,FT,7.15959886
Soraya,46,46388,grading: 70-80 mm,75,17,5.715,336.1764796,FT,6.953270221
Soraya,46,46389,grading: 70-80 mm,75,21,7.23,344.2857152,FT,7.008735443
Soraya,46,46390,grading: 70-80 mm,75,17,6.55,385.2941289,FT,7.276638438
Soraya,46,46391,grading: 70-80 mm,75,28,10.82,386.4285605,FT,7.28377304
Soraya,56,44060,grading: 70-80 mm,75,14,5.26,375.7143021,FT,7.215823608
Soraya,56,44064,grading: 70-80 mm,75,23,7.98,346.9565226,FT,7.026812275
Soraya,56,44068,grading: 70-80 mm,75,20,6.465,323.2500076,FT,6.862981799
Soraya,39,27592,grading: 75-85 mm,80,6,2.88,480.0000191,FT,7.82973537
Soraya,39,27593,grading: 75-85 mm,80,10,4.81,480.9999943,FT,7.83516878
Soraya,39,27594,grading: 75-85 mm,80,1,0.31,310.0000024,FT,6.767899457
Soraya,39,27595,grading: 75-85 mm,80,6,2.54,423.333327,FT,7.508631984
Soraya,39,27596,grading: 75-85 mm,80,14,5.55,396.4285851,FT,7.346068718
Soraya,39,27597,grading: 75-85 mm,80,3,0.99,330.0000032,FT,6.910423239
Soraya,39,27598,grading: 75-85 mm,80,5,2.17,434.0000153,FT,7.571174352
Soraya,39,27599,grading: 75-85 mm,80,3,1.11,370.0000048,FT,7.179054369
Soraya,39,27600,grading: 75-85 mm,80,2,0.8,400.000006,FT,7.368063019
Soraya,39,27601,grading: 75-85 mm,80,1,0.47,469.9999988,FT,7.774980075
Soraya,39,27602,grading: 75-85 mm,80,4,1.63,407.4999988,FT,7.413828515
Soraya,39,27603,grading: 75-85 mm,80,7,2.74,391.4285728,FT,7.315053508
Soraya,39,27604,grading: 75-85 mm,80,6,2.27,378.3333302,FT,7.232551479
Soraya,39,27605,grading: 75-85 mm,80,3,1.16,386.6666555,FT,7.28526868
Soraya,39,27606,grading: 75-85 mm,80,4,1.46,365.0000095,FT,7.146569547
Soraya,39,27607,grading: 75-85 mm,80,5,1.86,372.0000029,FT,7.191966352
Soraya,39,27608,grading: 75-85 mm,80,2,0.98,490.0000095,FT,7.883735198
Soraya,39,27609,grading: 75-85 mm,80,8,3.28,409.9999964,FT,7.428958805
Soraya,39,27611,grading: 75-85 mm,80,9,3.42,380.0000085,FT,7.243156483
Soraya,53,41249,grading: 75-85 mm,80,9,3.76,417.7777767,FT,7.475641115
Soraya,53,41274,grading: 75-85 mm,80,3,1.21,403.333346,FT,7.388473311
Soraya,53,41299,grading: 75-85 mm,80,15,6.055,403.6666552,FT,7.390507995
Soraya,53,41324,grading: 75-85 mm,80,5,2.285,457.0000172,FT,7.702624699
Soraya,53,41349,grading: 75-85 mm,80,4,1.645,411.2499952,FT,7.436500893
Soraya,53,41374,grading: 75-85 mm,80,6,2.615,435.8333349,FT,7.581820191
Soraya,53,41399,grading: 75-85 mm,80,3,1.07,356.6666842,FT,7.091762463
Soraya,53,41424,grading: 75-85 mm,80,3,1.175,391.6666508,FT,7.316536282
Soraya,53,41524,grading: 75-85 mm,80,3,1.41,469.9999889,FT,7.77498002
Soraya,53,41549,grading: 75-85 mm,80,4,1.475,368.750006,FT,7.170960735
Soraya,53,41574,grading: 75-85 mm,80,2,0.975,487.5000119,FT,7.870304631
Soraya,53,41599,grading: 75-85 mm,80,5,1.855,371.0000038,FT,7.185516161
Soraya,53,41624,grading: 75-85 mm,80,6,1.655,275.8333286,FT,6.509519204
Soraya,53,41649,grading: 75-85 mm,80,1,0.375,375,FT,7.211247837
Soraya,53,41674,grading: 75-85 mm,80,2,1.015,507.4999928,FT,7.976493444
Soraya,53,41699,grading: 75-85 mm,80,5,2.07,413.9999866,FT,7.453039819
Soraya,53,41749,grading: 75-85 mm,80,2,0.685,342.5000012,FT,6.99659698
Soraya,53,41774,grading: 75-85 mm,80,2,0.875,437.5,FT,7.591472414
Soraya,53,41799,grading: 75-85 mm,80,11,5.41,491.8181679,FT,7.893474101
Soraya,53,41824,grading: 75-85 mm,80,14,7.015,501.071419,FT,7.942670438
Soraya,33,29514,grading: 80-90 mm,85,1,0.395,395.0000107,FT,7.337233973
Soraya,34,29748,grading: 80-90 mm,85,9,4.77,529.9999979,FT,8.092672307
Soraya,34,29770,grading: 80-90 mm,85,2,0.91,455.0000131,FT,7.691371739
Soraya,34,29792,grading: 80-90 mm,85,5,2.655,530.9999943,FT,8.097758822
Soraya,34,29902,grading: 80-90 mm,85,1,0.445,444.9999928,FT,7.634606665
Soraya,34,29924,grading: 80-90 mm,85,2,0.865,432.5000048,FT,7.562441671
Soraya,34,29946,grading: 80-90 mm,85,1,0.57,569.9999928,FT,8.29134429
Soraya,45,46085,grading: 80-90 mm,85,1,0.725,725.0000238,FT,8.983508974
Soraya,45,46086,grading: 80-90 mm,85,1,0.495,495.0000048,FT,7.910459903
Soraya,45,46087,grading: 80-90 mm,85,1,0.42,419.9999869,FT,7.488872294
Soraya,45,46088,grading: 80-90 mm,85,1,0.565,564.9999976,FT,8.26702938
Soraya,45,46089,grading: 80-90 mm,85,3,1.59,530.0000111,FT,8.092672374
Soraya,45,46090,grading: 80-90 mm,85,2,1.05,524.9999762,FT,8.067143091
Soraya,45,46094,grading: 80-90 mm,85,1,0.625,625,FT,8.549879715
Soraya,45,46095,grading: 80-90 mm,85,2,0.84,419.9999869,FT,7.488872294
Soraya,45,46096,grading: 80-90 mm,85,2,1.025,512.4999881,FT,8.002603241
Soraya,45,46097,grading: 80-90 mm,85,4,2.66,665.0000215,FT,8.72851881
Soraya,46,46407,grading: 80-90 mm,85,1,0.385,384.9999905,FT,7.274786274
Soraya,46,46408,grading: 80-90 mm,85,3,1.435,478.3333143,FT,7.82066246
Soraya,46,46409,grading: 80-90 mm,85,6,3.58,596.666654,FT,8.418678438
Soraya,46,46410,grading: 80-90 mm,85,7,3.48,497.1428599,FT,7.921858265
Soraya,46,46411,grading: 80-90 mm,85,14,8.055,575.3571647,FT,8.317238865
Soraya,46,46412,grading: 80-90 mm,85,5,2.46,492.0000076,FT,7.894446797
Soraya,46,46413,grading: 80-90 mm,85,13,7.215,555.0000117,FT,8.217965806
Soraya,46,46415,grading: 80-90 mm,85,1,0.505,504.9999952,FT,7.9633742
Soraya,46,46416,grading: 80-90 mm,85,2,0.87,435.0000024,FT,7.57698485
Soraya,46,46417,grading: 80-90 mm,85,5,2.38,476.0000229,FT,7.807925431
Soraya,46,46418,grading: 80-90 mm,85,2,0.85,425.0000119,FT,7.518473036
Soraya,46,46419,grading: 80-90 mm,85,1,0.58,579.9999833,FT,8.339550818
Soraya,46,46420,grading: 80-90 mm,85,16,10.37,648.1249928,FT,8.654053759
Soraya,46,46421,grading: 80-90 mm,85,5,3.04,607.9999924,FT,8.471647115
Soraya,56,44090,grading: 80-90 mm,85,4,2.42,605.0000191,FT,8.457690629
Soraya,56,44094,grading: 80-90 mm,85,2,0.79,395.0000107,FT,7.337233973
Soraya,56,44098,grading: 80-90 mm,85,2,1.335,667.5000191,FT,8.739443115
Soraya,32,20255,grading: >85 mm,90,1,0.58,579.9999833,FT,8.339550818
Soraya,39,27632,grading: 85-95 mm,90,3,1.63,543.3333317,FT,8.15997413
Soraya,39,27633,grading: 85-95 mm,90,4,2.51,627.4999976,FT,8.561264378
Soraya,39,27635,grading: 85-95 mm,90,1,0.53,529.9999714,FT,8.092672172
Soraya,39,27636,grading: 85-95 mm,90,1,0.44,439.9999976,FT,7.605904892
Soraya,39,27638,grading: 85-95 mm,90,4,2.1,524.9999762,FT,8.067143091
Soraya,39,27639,grading: 85-95 mm,90,3,1.42,473.333319,FT,7.793317288
Soraya,39,27640,grading: 85-95 mm,90,3,1.57,523.3333508,FT,8.058597594
Soraya,39,27644,grading: 85-95 mm,90,2,1.17,584.9999785,FT,8.363446487
Soraya,39,27647,grading: 85-95 mm,90,3,2.01,669.9999968,FT,8.75034009
Soraya,39,27648,grading: 85-95 mm,90,1,0.59,589.9999738,FT,8.387206384
Soraya,39,27649,grading: 85-95 mm,90,3,1.59,530.0000111,FT,8.092672374
Soraya,39,27651,grading: 85-95 mm,90,1,0.57,569.9999928,FT,8.29134429
Soraya,53,41276,grading: 85-95 mm,90,1,0.42,419.9999869,FT,7.488872294
Soraya,53,41326,grading: 85-95 mm,90,2,1.05,524.9999762,FT,8.067143091
Soraya,53,41376,grading: 85-95 mm,90,1,0.625,625,FT,8.549879715
Soraya,53,41576,grading: 85-95 mm,90,1,0.63,629.9999952,FT,8.572618842
Soraya,53,41626,grading: 85-95 mm,90,3,2.05,683.3333174,FT,8.808004567
Soraya,53,41726,grading: 85-95 mm,90,1,0.625,625,FT,8.549879715
Soraya,53,41776,grading: 85-95 mm,90,1,0.63,629.9999952,FT,8.572618842
Soraya,53,41826,grading: 85-95 mm,90,3,2.045,681.6666921,FT,8.800837935
Soraya,34,29750,grading: 90-100 mm,95,1,0.85,850.0000238,FT,9.472682439
Soraya,45,46126,grading: 90-100 mm,95,1,0.56,560.0000024,FT,8.242570594
Soraya,46,46441,grading: 90-100 mm,95,8,6.495,811.8749857,FT,9.328884567
Soraya,46,46442,grading: 90-100 mm,95,2,1.54,769.9999809,FT,9.165656358
Soraya,46,46443,grading: 90-100 mm,95,6,5.315,885.8333429,FT,9.603967316
Soraya,46,46450,grading: 90-100 mm,95,5,4.33,865.9999847,FT,9.53174965
Soraya,56,44120,grading: 90-100 mm,95,1,0.925,925.0000119,FT,9.743475822
Soraya,56,44128,grading: 90-100 mm,95,3,2.195,731.6666444,FT,9.010960472
Soraya,39,27672,grading: >95 mm,100,3,2.52,839.9999936,FT,9.435387916
Soraya,39,27673,grading: >95 mm,100,1,0.75,750,FT,9.085602944
Soraya,39,27677,grading: >95 mm,100,1,0.56,560.0000024,FT,8.242570594
Soraya,39,27680,grading: >95 mm,100,1,0.92,920.0000167,FT,9.725888299
Soraya,39,27684,grading: >95 mm,100,1,0.78,779.9999714,FT,9.20516395
Soraya,39,27687,grading: >95 mm,100,2,2.2,1100.000024,FT,10.32280121
Soraya,39,27691,grading: >95 mm,100,1,0.81,810.0000024,FT,9.321697506
Soraya,53,41478,grading: 95-105 mm,100,1,0.915,915.0000215,FT,9.708236937
Soraya,53,41778,grading: 95-105 mm,100,1,0.74,740.0000095,FT,9.045041715
Soraya,46,46473,grading: >100 mm,105,1,1.235,1235.000014,FT,10.72891126
Soraya,46,46480,grading: >100 mm,105,1,1.15,1149.999976,FT,10.47689543
